gvkey,datadate,fyearq,fqtr,atq,ltq,niq,saleq,oancfy,capxy,epspxq,ceqq,cheq,dlttq,dlcq
100243,2005-03-31,2005,3.0,,,,,,,,,,,
100243,2005-06-30,2005,4.0,7540.982,4217.553,-16.429,4168.076,653.167,493.189,-0.19,2809.138,160.587,1560.852,555.505
100243,2005-09-30,2006,1.0,,,,,,,,,,,
100243,2005-12-31,2006,2.0,7912.033,5330.806,148.235,4051.389,187.148,154.403,0.76,2529.099,276.5,1707.75,1155.19
100243,2006-03-31,2006,3.0,,,,,,,,,,,
100243,2006-06-30,2006,4.0,7538.428,4886.932,112.535,3536.995,715.651,361.055,0.51,2613.194,84.548,1547.621,857.06
100243,2006-09-30,2007,1.0,,,,,,,,,,,
100243,2006-12-31,2007,2.0,7580.939,4804.904,92.795,4314.204,220.594,198.204,0.39,2776.035,137.024,1520.352,946.868
100243,2007-03-31,2007,3.0,,,,,,,,,,,
100243,2007-06-30,2007,4.0,7762.727,4721.845,360.37,3930.982,803.503,515.235,0.44,2996.559,97.392,1375.967,1170.57
100243,2007-09-30,2008,1.0,,,,,,,,,,,
100243,2007-12-31,2008,2.0,7333.313,4324.11,,4159.122,,,,3009.203,,1535.186,543.41
100243,2008-03-31,2008,3.0,,,,,,,,,,,
100243,2008-06-30,2008,4.0,7716.438,4844.683,247.465,4671.289,632.431,520.173,1.03,2819.642,246.986,1752.906,647.825
100243,2008-09-30,2009,1.0,,,,,,,,,,,
100243,2008-12-31,2009,2.0,6765.829,4427.99,64.802,3376.49,58.378,225.481,0.28,2288.818,128.278,1842.115,585.315
100243,2009-03-31,2009,3.0,,,,,,,,,,,
100243,2009-06-30,2009,4.0,6803.253,4325.856,105.723,4304.275,542.665,454.544,0.54,2426.65,151.917,1510.876,770.138
100243,2009-09-30,2010,1.0,,,,,,,,,,,
100243,2009-12-31,2010,2.0,8357.294,4464.448,85.301,3665.677,196.461,233.454,0.31,3837.086,1320.631,1993.877,279.247
100243,2010-03-31,2010,3.0,,,,,,,,,,,
100243,2010-06-30,2010,4.0,9591.05,6093.983,69.883,4686.699,664.917,425.272,0.23,3449.579,226.501,1638.76,1169.137
100243,2010-09-30,2011,1.0,,,,,,,,,,,
100243,2010-12-31,2011,2.0,10845.925,6972.134,228.858,6250.639,212.36,257.605,0.75,3821.46,258.111,2627.671,911.081
100243,2011-03-31,2011,3.0,,,,,,,,,,,
100243,2011-06-30,2011,4.0,11723.959,7700.961,153.952,7070.241,843.321,669.139,0.49,3958.391,240.826,3287.855,382.274
100243,2011-09-30,2012,1.0,,,,,,,,,,,
100243,2011-12-31,2012,2.0,11103.883,7474.926,210.043,6238.041,317.371,358.272,0.69,3557.507,296.971,3118.252,748.528
100243,2012-03-31,2012,3.0,,,,,,,,,,,
100243,2012-06-30,2012,4.0,11602.097,8142.738,212.294,6242.611,1064.749,721.638,0.7,3368.77,366.039,3066.399,939.665
100243,2012-09-30,2013,1.0,,,,,,,,,,,
100243,2012-12-31,2013,2.0,11688.384,8133.874,236.856,4722.371,347.022,270.842,0.93,3468.352,373.836,2730.034,1566.225
100243,2013-03-31,2013,3.0,,,,,,,,,,,
100243,2013-06-30,2013,4.0,11384.03,7992.155,298.105,3971.365,959.117,435.979,0.86,3306.182,361.926,2912.27,1085.869
100243,2013-09-30,2014,1.0,,,,,,,,,,,
100243,2013-12-31,2014,2.0,8981.235,6898.099,142.239,4646.473,269.209,180.455,0.96,1991.078,371.893,2754.686,1025.049
100243,2014-03-31,2014,3.0,,,,,,,,,,,
100243,2014-06-30,2014,4.0,9141.645,7000.679,390.198,5585.027,1123.039,341.446,1.34,2031.707,510.095,3003.914,522.256
100243,2014-09-30,2015,1.0,,,,,,,,,,,
100243,2014-12-31,2015,2.0,8438.2,6432.8,321.3,4809.0,205.0,156.3,1.06,1894.4,404.5,2765.6,695.0
100243,2015-03-31,2015,3.0,,,,,,,,,,,
100243,2015-06-30,2015,4.0,8547.1,6960.1,359.0,4802.8,1002.3,323.0,1.2,1466.2,704.9,2572.6,1012.7
100243,2015-09-30,2016,1.0,,,,,,,,,,,
100243,2015-12-31,2016,2.0,8177.1,6957.9,305.5,4547.7,263.2,162.2,1.05,1142.1,488.9,2617.3,1395.3
100243,2016-03-31,2016,3.0,,,,,,,,,,,
100243,2016-06-30,2016,4.0,8682.1,7836.6,-61.4,4873.6,1099.4,348.9,-0.21,783.9,515.7,3428.4,916.7
100243,2016-09-30,2017,1.0,,,,,,,,,,,
100243,2016-12-31,2017,2.0,8621.5,7779.4,286.6,4467.3,214.9,203.8,0.99,778.1,386.6,3673.7,998.1
100243,2017-03-31,2017,3.0,,,,,,,,,,,
100243,2017-06-30,2017,4.0,9083.3,8191.8,310.4,4633.7,1027.4,379.2,1.07,821.9,561.5,3486.4,1124.6
100243,2017-09-30,2018,1.0,,,,,,,,,,,
100243,2017-12-31,2018,2.0,9060.0,8102.1,329.7,4502.2,178.1,187.1,1.14,893.4,419.9,2458.4,2314.8
100243,2018-03-31,2018,3.0,,,,,,,,,,,
100243,2018-06-30,2018,4.0,9046.7,7956.2,394.3,4816.9,937.1,372.1,1.36,1021.7,620.8,2671.0,1822.0
100243,2018-09-30,2019,1.0,,,,,,,,,,,
100243,2018-12-31,2019,2.0,8868.0,7810.5,267.6,4551.8,229.0,173.4,0.92,993.1,490.6,3032.2,1481.4
100243,2019-03-31,2019,3.0,,,,,,,,,,,
100243,2019-06-30,2019,4.0,17165.0,11490.3,162.6,4906.4,734.5,332.2,0.14,5609.0,601.6,5309.0,794.2
100243,2019-09-30,2020,1.0,16730.7,11239.3,66.0,3140.7,-89.4,115.4,0.05,5424.2,480.2,5961.6,401.5
100243,2019-12-31,2020,2.0,16832.6,11429.7,185.6,3043.1,342.0,206.6,0.11,5339.7,673.8,6344.8,441.6
100243,2020-03-31,2020,3.0,16421.0,11618.2,181.5,3141.0,470.3,312.7,0.11,4739.6,537.8,6674.4,396.4
100243,2020-06-30,2020,4.0,16442.1,11755.0,179.1,3142.7,1384.2,399.5,0.11,4625.9,742.6,6494.1,290.3
100243,2020-09-30,2021,1.0,16465.0,11721.0,198.0,3097.0,-110.0,114.0,0.13,4687.0,757.0,6806.0,238.0
100243,2020-12-31,2021,2.0,16718.0,11870.0,219.0,3103.0,442.0,218.0,0.14,4792.0,755.0,6884.0,53.0
100243,2021-03-31,2021,3.0,16592.0,11887.0,267.0,3207.0,617.0,335.0,0.17,4647.0,690.0,6947.0,107.0
100243,2021-06-30,2021,4.0,17188.0,12367.0,255.0,3454.0,1461.0,468.0,0.17,4764.0,850.0,6648.0,199.0
100243,2021-09-30,2022,1.0,17044.0,12339.0,202.0,3420.0,-112.0,145.0,0.13,4650.0,633.0,6975.0,68.0
100243,2021-12-31,2022,2.0,17138.0,12619.0,225.0,3507.0,323.0,255.0,0.15,4462.0,626.0,7015.0,121.0
100243,2022-03-31,2022,3.0,17987.0,13410.0,269.0,3708.0,589.0,373.0,0.18,4517.0,1077.0,7647.0,72.0
100243,2022-06-30,2022,4.0,17426.0,13285.0,109.0,3909.0,1451.0,527.0,0.07,4082.0,775.0,6833.0,251.0
100243,2022-09-30,2023,1.0,17292.0,13316.0,232.0,3712.0,-239.0,152.0,0.16,3918.0,562.0,7349.0,76.0
100243,2022-12-31,2023,2.0,17475.0,13064.0,459.0,3642.0,145.0,250.0,0.31,4353.0,837.0,7316.0,62.0
100243,2023-03-31,2023,3.0,17278.0,12970.0,177.0,3667.0,329.0,382.0,0.12,4248.0,564.0,7270.0,209.0
100243,2023-06-30,2023,4.0,17003.0,12913.0,180.0,3673.0,1261.0,526.0,0.12,4026.0,689.0,7116.0,194.0
100243,2023-09-30,2024,1.0,16683.0,12719.0,152.0,3443.0,-135.0,124.0,0.11,3898.0,524.0,7440.0,118.0
100243,2023-12-31,2024,2.0,16727.0,12700.0,134.0,3251.0,228.0,245.0,0.09,3964.0,430.0,7506.0,58.0
100243,2024-03-31,2024,3.0,16660.0,12652.0,187.0,3411.0,378.0,358.0,0.13,3944.0,457.0,7534.0,131.0
100243,2024-06-30,2024,4.0,16524.0,12571.0,257.0,3535.0,1321.0,492.0,0.18,3881.0,588.0,7091.0,210.0
100243,2024-09-30,2025,1.0,16910.0,12917.0,191.0,3353.0,-269.0,145.0,0.13,3919.0,432.0,7655.0,128.0
101264,2005-03-31,2005,1.0,54840.713,29680.853,651.044,6174.541,1051.786,322.928,0.57,21511.68,1957.022,5629.842,2185.277
101264,2005-06-30,2005,2.0,53334.033,29382.412,873.304,4872.143,982.358,682.327,0.8,20708.147,1769.937,5706.627,2765.603
101264,2005-09-30,2005,3.0,53542.343,28495.466,775.113,5840.545,3150.755,1120.188,0.52,21640.492,2980.738,5594.912,2597.293
101264,2005-12-31,2005,4.0,52676.769,27088.575,1435.506,6185.724,4213.384,1871.036,1.26,22226.25,3571.547,5382.19,2623.003
101264,2006-03-31,2006,1.0,53637.385,27815.304,858.227,5785.447,1484.6,680.998,0.74,25822.081,3261.749,5301.101,3941.533
101264,2006-06-30,2006,2.0,,,,6446.612,,,,,,,
104432,2008-03-31,2008,1.0,,,,,,,,,,,
104432,2008-06-30,2008,2.0,,,,,,,,,,,
104432,2008-09-30,2008,3.0,,,,,,,,,,,
104432,2008-12-31,2008,4.0,5047.141,,,2106.401,-23.297,163.607,-10.59,1549.799,189.721,2474.014,182.487
104432,2009-03-31,2009,1.0,,,,,,,,,,,
104432,2009-06-30,2009,2.0,,,,,,,,,,,
104432,2009-09-30,2009,3.0,,,,,,,,,,,
104432,2009-12-31,2009,4.0,4811.348,,,1855.204,50.726,161.838,3.24,1704.551,50.152,2554.105,3.586
104432,2010-03-31,2010,1.0,,,,,,,,,,,
104432,2010-06-30,2010,2.0,,,,,,,,,,,
104432,2010-09-30,2010,3.0,,,,,,,,,,,
104432,2010-12-31,2010,4.0,5572.371,3831.845,22.986,2012.128,430.423,977.466,0.11,1740.526,55.047,3125.848,78.237
104432,2011-03-31,2011,1.0,,,,,,,,,,,
104432,2011-06-30,2011,2.0,,,21.291,1064.096,,,0.11,,,,
104432,2011-09-30,2011,3.0,,,107.509,666.634,,,0.54,,,,
104432,2011-12-31,2011,4.0,5562.411,3717.948,-1.941,488.594,356.99,184.797,-0.01,1844.463,58.926,2837.499,200.582
104432,2012-03-31,2012,1.0,,,3.284,515.43,,,0.02,,,,
104432,2012-06-30,2012,2.0,,,36.031,583.234,,,0.18,,,,
104432,2012-09-30,2012,3.0,5892.643,3881.131,128.188,674.411,376.523,229.855,0.64,2011.512,68.694,2726.742,184.156
104432,2012-12-31,2012,4.0,5938.427,3919.643,1.053,503.171,398.594,303.84,0.01,2018.784,45.5,2764.12,221.233
104432,2013-03-31,2013,1.0,5991.73,3590.142,-96.395,527.631,82.095,85.152,-0.48,2372.715,81.201,2416.58,221.747
104432,2013-06-30,2013,2.0,6588.633,4204.34,-8.841,644.433,252.78,759.02,-0.04,2353.653,82.84,2918.566,272.644
104432,2013-09-30,2013,3.0,6605.549,4030.661,170.858,797.885,398.343,835.765,0.84,2552.697,56.96,2830.477,282.564
104432,2013-12-31,2013,4.0,6650.978,4019.712,36.092,600.345,475.281,894.851,0.18,2608.908,56.467,2841.214,286.575
104432,2014-03-31,2014,1.0,7318.899,4648.934,51.267,664.028,228.134,746.31,0.25,2634.98,64.76,3290.493,363.697
104432,2014-06-30,2014,2.0,7314.803,4600.022,111.616,765.927,519.108,787.566,0.54,2685.659,63.483,3129.337,372.911
104432,2014-09-30,2014,3.0,7374.049,4490.065,201.078,907.017,700.724,864.837,0.99,2852.612,55.869,3082.346,381.565
104432,2014-12-31,2014,4.0,11573.077,8054.264,-25.609,788.909,635.601,1051.974,-0.12,3518.813,84.824,5607.157,576.947
104432,2015-03-31,2015,1.0,11592.737,8113.345,-21.456,938.182,299.222,58.563,-0.1,3479.392,121.422,5379.082,579.67
104432,2015-06-30,2015,2.0,11687.387,7946.932,158.494,1085.433,692.143,186.504,0.7,3740.455,172.958,5178.044,585.875
104432,2015-09-30,2015,3.0,11747.165,7828.271,251.787,1284.91,973.476,330.808,1.11,3918.894,230.18,5096.237,587.504
104432,2015-12-31,2015,4.0,12264.757,8483.877,38.312,1036.523,1041.178,1121.984,0.17,3780.88,115.937,5767.697,629.84
104432,2016-03-31,2016,1.0,12405.739,8478.128,73.229,1077.632,330.096,132.027,0.32,3927.611,154.867,5670.144,629.953
104432,2016-06-30,2016,2.0,12957.749,8839.388,145.246,1186.835,748.038,764.899,0.64,4118.361,145.964,5971.143,581.804
104432,2016-09-30,2016,3.0,12943.34,8406.613,342.378,1484.736,1088.759,915.936,1.51,4536.727,155.431,5815.248,566.911
104432,2016-12-31,2016,4.0,12973.911,8436.185,72.232,1125.137,1239.666,1092.091,0.32,4537.726,128.347,5838.494,560.193
104432,2017-03-31,2017,1.0,13076.251,8450.969,61.91,1150.781,434.944,117.777,0.27,4625.282,219.789,5644.175,531.778
104432,2017-06-30,2017,2.0,13946.176,8954.427,198.473,1344.103,919.731,1065.265,0.87,4991.749,219.315,6083.226,600.5
104432,2017-09-30,2017,3.0,14265.117,8727.513,400.692,1651.738,1359.638,1129.514,1.76,5537.604,522.904,6002.877,605.827
104432,2017-12-31,2017,4.0,14094.869,8345.103,98.797,1249.553,1585.741,1372.214,0.43,5749.766,176.19,5688.392,619.373
104432,2018-03-31,2018,1.0,14484.985,8845.912,103.155,1293.403,610.761,143.874,0.45,5639.073,301.748,5580.29,772.187
104432,2018-06-30,2018,2.0,15329.646,9642.853,226.676,1522.174,1253.801,1251.434,1.02,5686.793,205.007,6149.221,679.767
104432,2018-09-30,2018,3.0,15316.122,9118.032,470.378,1858.356,1720.101,1361.678,2.12,6198.09,286.461,5875.252,679.908
104432,2018-12-31,2018,4.0,15205.97,9242.969,154.634,1381.193,2075.171,1566.796,0.7,5963.001,163.851,5810.873,681.218
104432,2019-03-31,2019,1.0,15761.093,9855.791,118.157,1403.63,535.377,214.559,0.54,5905.302,304.708,6150.168,630.282
104432,2019-06-30,2019,2.0,15965.977,9815.634,240.19,1664.277,1059.774,413.888,1.11,6150.343,419.925,5958.213,627.053
104432,2019-09-30,2019,3.0,15938.896,9665.472,450.584,1913.851,1480.754,615.985,2.1,6273.424,407.258,5881.113,627.31
104432,2019-12-31,2019,4.0,16684.599,10169.02,121.297,1480.618,1822.605,1637.17,0.57,6515.579,252.876,6262.578,785.484
104432,2020-03-31,2020,1.0,16462.509,12087.855,-1880.972,1246.882,-52.701,610.155,-8.8,4374.654,1360.261,8632.853,197.671
104432,2020-06-30,2020,2.0,17528.059,13191.034,-715.243,16.929,-1328.38,725.477,-2.99,4337.025,2259.949,10205.457,367.015
104432,2020-09-30,2020,3.0,17402.037,13314.271,-677.366,6.518,-1918.626,873.142,-2.5,4087.766,2356.211,10652.23,495.933
104432,2020-12-31,2020,4.0,18399.317,14045.212,-738.933,9.579,-2556.243,946.545,-2.51,4354.105,3300.482,11866.648,142.585
104432,2021-03-31,2021,1.0,18973.793,14596.532,-1370.192,3.1,-852.011,136.35,-4.16,4377.261,3508.033,12362.414,53.323
104432,2021-06-30,2021,2.0,18526.579,14807.327,-717.789,4.368,-1482.055,309.481,-1.94,3719.252,2750.14,12098.479,383.683
104432,2021-09-30,2021,3.0,18730.027,15846.788,-845.885,153.081,-2152.351,539.53,-2.29,2883.239,1934.816,12526.837,580.848
104432,2021-12-31,2021,4.0,18729.837,16297.187,-1572.721,487.437,-2468.009,752.843,-4.01,2432.65,1746.647,12240.388,911.297
104432,2022-03-31,2022,1.0,19255.492,17747.89,-982.714,521.94,-371.011,165.284,-2.35,1507.602,2136.84,13234.6,1046.228
104432,2022-06-30,2022,2.0,19113.2,18211.385,-509.321,1187.181,-108.825,326.303,-1.22,901.815,1903.238,12906.488,1045.476
104432,2022-09-30,2022,3.0,18950.929,18551.146,-295.394,1615.51,-26.58,1628.442,-0.7,399.783,1186.714,13590.324,1053.43
104432,2022-12-31,2022,4.0,18557.694,18489.103,-482.48,1519.129,210.02,1783.857,-1.14,68.591,946.987,13218.466,1030.817
104432,2023-03-31,2023,1.0,18350.691,18450.239,-159.321,1821.939,503.333,237.676,-0.38,-99.548,700.6,12523.519,1250.945
104432,2023-06-30,2023,2.0,18648.212,18632.991,86.116,2205.492,1536.615,974.19,0.2,15.221,899.135,12591.611,1165.903
104432,2023-09-30,2023,3.0,19251.824,18813.136,345.868,2536.037,1746.714,2102.698,0.81,438.688,681.558,13217.445,1276.667
104432,2023-12-31,2023,4.0,19492.99,19192.183,-106.485,1986.456,2005.714,2750.362,-0.25,300.807,402.415,12958.793,1768.004
104432,2024-03-31,2024,1.0,19825.188,19463.097,17.353,2191.215,807.171,258.851,0.04,362.091,559.814,12653.783,1773.264
104432,2024-06-30,2024,2.0,20113.833,19420.7,163.436,2372.492,1478.064,599.505,0.38,693.133,594.098,12564.628,1548.836
104432,2024-09-30,2024,3.0,19786.003,18650.673,474.932,2806.578,1650.567,967.516,1.08,1135.33,332.521,12404.232,1681.399
105365,2005-03-31,2005,1.0,4924.9,3466.599,-32.379,184.355,92.555,15.881,-0.14,1452.331,122.797,3141.835,5.35
105365,2005-06-30,2005,2.0,4825.663,3393.569,-36.151,188.06,165.009,36.526,-0.15,1426.189,85.622,2991.925,87.955
105365,2005-09-30,2005,3.0,8785.659,4141.329,-22.08,264.746,260.204,59.228,-0.07,4638.414,109.159,3637.916,2.241
105365,2005-12-31,2005,4.0,8786.854,4235.239,-90.749,307.625,397.204,88.637,-0.13,4541.821,112.701,3451.276,162.153
105365,2006-03-31,2006,1.0,8667.432,4245.881,-1.937,320.409,151.696,28.376,-0.01,4411.629,85.573,3332.08,277.471
105365,2006-06-30,2006,2.0,8607.674,4229.427,7.664,325.863,292.641,57.044,0.02,4374.655,90.454,3325.302,277.426
105365,2006-09-30,2006,3.0,8605.73,4218.088,3.472,333.467,475.169,90.662,0.01,4384.113,207.202,3309.564,253.876
105365,2006-12-31,2006,4.0,8613.219,4224.712,18.285,337.646,620.738,127.098,0.04,4384.916,304.25,3289.109,253.907
105365,2007-03-31,2007,1.0,8319.912,4322.892,22.228,352.474,171.387,31.445,0.05,3993.518,61.48,3570.293,1.643
105365,2007-06-30,2007,2.0,8384.091,4743.866,-19.991,358.423,382.164,67.586,0.03,3636.763,264.583,3975.299,1.666
105365,2007-09-30,2007,3.0,8203.438,4824.328,59.628,367.585,563.801,106.966,0.15,3375.705,129.108,4025.145,1.77
105365,2007-12-31,2007,4.0,8130.457,5105.023,-5.549,378.112,692.679,154.381,0.0,3022.092,94.031,4283.467,1.817
105365,2008-03-31,2008,1.0,8192.227,5275.683,42.155,382.184,182.382,44.625,0.11,2913.267,178.562,4433.162,1.688
105365,2008-06-30,2008,2.0,8265.54,5237.808,158.786,393.728,359.133,97.318,0.13,3024.501,215.076,4419.017,1.699
105365,2008-09-30,2008,3.0,8129.936,5286.707,60.466,409.268,586.326,165.194,0.15,2840.042,125.075,4428.574,1.789
105365,2008-12-31,2008,4.0,8211.665,5217.186,85.839,408.324,773.258,243.484,0.21,2991.322,196.971,4331.309,1.837
105365,2009-03-31,2009,1.0,8325.87,5243.8,58.601,408.678,205.738,49.627,0.14,3078.92,365.475,4330.999,1.527
105365,2009-06-30,2009,2.0,8486.487,5395.452,56.289,423.358,409.346,113.854,0.13,3087.781,383.401,4421.694,22.577
105365,2009-09-30,2009,3.0,8394.824,5159.673,67.355,444.105,649.399,182.427,0.17,3231.815,284.313,4179.038,7.717
105365,2009-12-31,2009,4.0,8512.668,5194.543,64.35,447.973,842.126,250.262,0.16,3315.082,304.905,4141.06,70.521
105365,2010-03-31,2010,1.0,8674.251,5216.405,96.318,454.434,253.649,55.057,0.24,3454.91,421.626,4152.03,77.905
105365,2010-06-30,2010,2.0,8585.923,5155.913,99.665,469.937,516.396,132.51,0.25,3426.999,383.35,4152.041,1.61
105365,2010-09-30,2010,3.0,9448.978,5995.328,93.439,513.322,774.619,228.48,0.23,3450.6,483.757,4626.305,178.655
105365,2010-12-31,2010,4.0,10368.014,6863.456,83.514,547.642,1020.977,346.664,0.21,3501.444,1006.363,5512.492,74.896
105365,2011-03-31,2011,1.0,10758.749,7249.733,91.842,562.695,283.816,97.901,0.23,3499.194,452.945,5387.728,178.105
105365,2011-06-30,2011,2.0,10973.784,7373.996,115.211,597.235,559.338,236.58,0.29,3561.863,384.105,4919.068,782.775
105365,2011-09-30,2011,3.0,10895.336,7547.695,-15.701,630.403,849.998,397.088,-0.04,3263.29,232.453,4970.502,861.16
105365,2011-12-31,2011,4.0,12232.43,8822.288,205.11,653.199,1165.942,523.015,0.52,3287.22,395.236,7134.492,101.816
105365,2012-03-31,2012,1.0,12638.206,9051.803,221.306,696.517,402.017,121.032,0.56,3478.968,560.413,7161.126,127.316
105365,2012-06-30,2012,2.0,12709.359,9223.169,48.209,697.734,762.875,226.402,0.12,3357.548,550.189,7337.552,127.867
105365,2012-09-30,2012,3.0,12961.304,9275.322,232.089,713.335,1116.547,377.026,0.59,3556.754,425.794,7359.355,130.209
105365,2012-12-31,2012,4.0,14089.129,10404.948,135.679,768.374,1414.391,568.048,0.34,3573.101,443.952,8693.345,60.031
105365,2013-03-31,2013,1.0,14463.74,10682.218,171.407,802.728,394.036,123.905,0.43,3671.615,501.443,8791.52,57.603
105365,2013-06-30,2013,2.0,14339.394,10719.527,99.821,808.83,784.521,280.605,0.25,3518.323,559.981,8798.604,57.35
105365,2013-09-30,2013,3.0,18181.32,14569.403,180.123,807.88,1144.443,448.249,0.46,3528.963,4199.753,12578.532,67.276
105365,2013-12-31,2013,4.0,20272.571,16682.531,99.982,941.969,1599.047,724.532,0.25,3534.165,465.104,14408.146,70.132
105365,2014-03-31,2014,1.0,20417.407,16715.802,202.499,984.089,476.582,213.891,0.51,3671.178,529.131,14009.007,325.17
105365,2014-06-30,2014,2.0,20847.737,16439.573,234.431,1031.457,1072.382,466.247,0.58,4406.434,457.249,12749.471,1225.992
105365,2014-09-30,2014,3.0,20596.615,16411.301,207.593,1038.188,1569.606,723.353,0.5,4194.567,459.857,12973.835,960.461
105365,2014-12-31,2014,4.0,21331.545,17278.193,180.387,1046.314,2134.589,974.404,0.43,3953.5,480.0,13711.084,897.624
105365,2015-03-31,2015,1.0,25930.194,18498.555,193.317,1079.19,509.93,159.184,0.45,7351.612,467.299,14930.952,789.152
105365,2015-06-30,2015,2.0,26469.725,19096.567,156.056,1174.375,1036.46,311.122,0.31,7310.798,450.238,16185.211,38.814
105365,2015-09-30,2015,3.0,26926.788,20242.586,102.999,1237.91,1543.615,518.018,0.18,6617.817,439.815,16981.556,45.852
105365,2015-12-31,2015,4.0,26904.272,20191.454,232.702,1280.041,2183.052,728.753,0.49,6651.605,462.879,17068.807,50.202
105365,2016-03-31,2016,1.0,27064.315,20064.1,275.159,1289.047,563.512,154.222,0.59,6933.175,477.268,16884.242,137.853
105365,2016-06-30,2016,2.0,30740.198,22814.816,187.55,1442.227,1311.316,319.427,0.38,6773.441,553.299,18403.013,314.063
105365,2016-09-30,2016,3.0,30655.527,22781.044,264.509,1514.845,1978.431,475.174,0.56,6707.322,681.013,18436.144,242.992
105365,2016-12-31,2016,4.0,30879.15,22811.73,229.207,1539.549,2703.604,682.505,0.48,6763.821,940.468,18294.659,238.806
105365,2017-03-31,2017,1.0,32057.389,23542.561,316.08,1616.238,683.097,168.138,0.68,6852.4,863.55,17182.754,1707.33
105365,2017-06-30,2017,2.0,32138.21,23937.228,367.051,1662.434,1478.458,371.512,0.81,6482.695,914.313,17509.937,1732.035
105365,2017-09-30,2017,3.0,32319.326,24062.92,317.268,1680.766,2131.752,554.967,0.7,6518.113,955.707,18581.381,687.382
105365,2017-12-31,2017,4.0,33214.3,25260.0,238.501,1704.462,2925.6,803.6,0.51,6241.5,955.9,19430.3,774.8
105365,2018-03-31,2018,1.0,34372.7,26366.2,285.2,1741.8,791.8,198.5,0.63,6334.2,1668.3,18568.8,2803.2
105365,2018-06-30,2018,2.0,33205.7,26069.8,306.7,1780.9,1731.8,424.9,0.69,5550.7,1050.9,18322.0,2791.8
105365,2018-09-30,2018,3.0,33077.2,26193.7,366.9,1785.5,2485.1,610.4,0.83,5350.7,1361.5,18422.9,2841.3
105365,2018-12-31,2018,4.0,33010.4,26106.0,277.6,1798.2,3748.3,913.2,0.63,5336.1,1304.9,18405.1,2754.8
105365,2019-03-31,2019,1.0,38926.8,32437.5,397.4,1813.4,785.1,220.8,0.9,5347.0,1118.1,25423.2,2595.6
105365,2019-06-30,2019,2.0,39072.7,32439.4,429.1,1889.6,1821.7,464.3,0.97,5477.5,1286.0,24951.3,2939.1
105365,2019-09-30,2019,3.0,39307.2,32937.3,498.6,1953.6,2758.9,724.6,1.13,5240.4,1448.3,25488.0,2918.7
105365,2019-12-31,2019,4.0,42801.6,36214.7,562.7,1923.7,3752.6,991.3,1.27,5055.4,1578.0,27637.6,3422.7
105365,2020-03-31,2020,1.0,40789.1,36183.1,415.0,1993.1,800.0,214.4,0.94,3634.4,1400.3,28075.2,3116.8
105365,2020-06-30,2020,2.0,41515.9,36913.3,446.1,1913.0,1788.8,424.9,1.01,3620.3,2106.1,27936.0,3860.3
105365,2020-09-30,2020,3.0,41462.2,36718.2,464.4,2012.9,2749.1,668.8,1.05,3731.7,1730.2,30435.4,1258.6
105365,2020-12-31,2020,4.0,47233.5,42453.0,365.1,2122.5,3881.4,1031.7,0.82,4093.5,1861.4,35382.1,1329.7
105365,2021-03-31,2021,1.0,46942.5,42390.7,645.0,2158.5,1092.7,324.8,1.45,3883.4,1993.3,34803.2,1892.3
105365,2021-06-30,2021,2.0,58982.9,51950.1,746.3,2298.9,2044.6,602.7,1.66,5754.2,2000.8,40983.6,3359.5
105365,2021-09-30,2021,3.0,60530.0,50841.6,723.0,2454.3,4141.0,916.7,1.59,5411.2,3699.3,39302.2,2840.7
105365,2021-12-31,2021,4.0,69887.9,60818.3,453.4,2445.2,4819.9,1376.7,1.0,5081.2,2343.3,46727.3,5281.3
105365,2022-03-31,2022,1.0,69763.5,60512.8,711.7,2660.3,663.6,386.1,1.56,5363.0,2271.4,46181.6,6041.3
105365,2022-06-30,2022,2.0,68116.8,57390.6,898.2,2674.3,1578.9,756.2,1.96,6958.7,2203.1,45102.1,4366.5
105365,2022-09-30,2022,3.0,66512.8,54194.2,839.7,2671.5,2511.2,1215.4,1.8,6281.8,2249.6,42880.3,3781.5
105365,2022-12-31,2022,4.0,67194.5,54786.0,-683.8,2705.0,3696.2,1873.6,-1.47,5572.4,2140.7,41747.9,5303.1
105365,2023-03-31,2023,1.0,66817.7,54567.4,335.8,2767.2,1070.5,461.9,0.72,5406.6,1925.4,42262.5,4646.5
105365,2023-06-30,2023,2.0,66879.0,54871.8,475.7,2267.8,2279.9,882.8,0.91,5166.4,2149.4,43176.9,3999.6
105365,2023-09-30,2023,3.0,65653.0,54418.5,586.9,2521.1,3580.5,1273.5,1.68,4533.3,2424.3,42879.1,3937.1
105365,2023-12-31,2023,4.0,66027.6,55162.2,84.9,2786.7,4722.4,1798.1,0.18,4198.2,2093.4,43172.7,3982.1
105365,2024-03-31,2024,1.0,66679.0,56017.3,917.4,2834.1,1283.6,396.7,1.97,4047.8,2516.7,44058.2,3782.8
105365,2024-06-30,2024,2.0,65837.8,55414.3,900.3,2223.2,2622.1,721.9,1.43,3856.0,2618.6,43356.9,4032.6
105365,2024-09-30,2024,3.0,62816.8,52623.9,-792.3,2522.3,4091.5,1146.6,0.89,3641.7,2282.2,40451.0,4330.3
110179,2005-03-31,2005,1.0,1174.198,1007.468,27.573,63.8,58.065,0.0,0.33,166.73,19.543,877.642,
110179,2005-06-30,2005,2.0,2625.455,1970.295,27.068,74.952,100.182,0.0,0.31,655.16,52.753,1832.684,
